timestamp,source_ip,destination_ip,protocol,packet_size,threat_score
2024-02-17 07:00:00,192.168.1.1,3.3.3.3,TCP,1119,54
2024-02-17 08:00:00,10.0.0.5,3.3.3.3,UDP,337,16
2024-02-17 09:00:00,10.0.0.5,3.3.3.3,UDP,974,80
2024-02-17 10:00:00,10.0.0.5,3.3.3.3,UDP,967,34
2024-02-17 11:00:00,10.0.0.5,3.3.3.3,UDP,208,97
2024-02-17 12:00:00,172.16.0.2,3.3.3.3,TCP,676,94
2024-02-17 13:00:00,172.16.0.2,9.9.9.9,UDP,109,89
2024-02-17 14:00:00,192.168.1.1,9.9.9.9,UDP,556,80
2024-02-17 15:00:00,172.16.0.2,9.9.9.9,UDP,935,1
2024-02-17 16:00:00,192.168.1.1,3.3.3.3,TCP,517,97
2024-02-17 17:00:00,10.0.0.5,9.9.9.9,TCP,948,87
2024-02-17 18:00:00,172.16.0.2,8.8.8.8,TCP,1037,90
2024-02-17 19:00:00,10.0.0.5,8.8.8.8,TCP,706,71
2024-02-17 20:00:00,10.0.0.5,8.8.8.8,TCP,1318,41
2024-02-17 21:00:00,192.168.1.1,9.9.9.9,TCP,1287,44
2024-02-17 22:00:00,192.168.1.1,9.9.9.9,UDP,691,69
2024-02-17 23:00:00,192.168.1.1,8.8.8.8,UDP,856,88
2024-02-18 00:00:00,192.168.1.1,3.3.3.3,UDP,791,42
2024-02-18 01:00:00,10.0.0.5,8.8.8.8,UDP,1386,83
2024-02-18 02:00:00,192.168.1.1,9.9.9.9,TCP,250,52
2024-02-18 03:00:00,10.0.0.5,8.8.8.8,UDP,570,81
2024-02-18 04:00:00,192.168.1.1,9.9.9.9,UDP,822,61
2024-02-18 05:00:00,10.0.0.5,3.3.3.3,TCP,386,93
2024-02-18 06:00:00,10.0.0.5,9.9.9.9,UDP,994,26
2024-02-18 07:00:00,172.16.0.2,9.9.9.9,TCP,1002,13
2024-02-18 08:00:00,192.168.1.1,9.9.9.9,TCP,577,11
2024-02-18 09:00:00,192.168.1.1,9.9.9.9,UDP,597,80
2024-02-18 10:00:00,192.168.1.1,3.3.3.3,TCP,183,96
2024-02-18 11:00:00,192.168.1.1,8.8.8.8,UDP,244,7
2024-02-18 12:00:00,10.0.0.5,8.8.8.8,TCP,1204,18
2024-02-18 13:00:00,10.0.0.5,8.8.8.8,UDP,281,82
2024-02-18 14:00:00,10.0.0.5,8.8.8.8,TCP,912,74
2024-02-18 15:00:00,172.16.0.2,3.3.3.3,TCP,142,46
2024-02-18 16:00:00,172.16.0.2,9.9.9.9,TCP,1213,90
2024-02-18 17:00:00,10.0.0.5,3.3.3.3,TCP,795,77
2024-02-18 18:00:00,10.0.0.5,8.8.8.8,TCP,385,74
2024-02-18 19:00:00,10.0.0.5,8.8.8.8,TCP,1098,51
2024-02-18 20:00:00,10.0.0.5,9.9.9.9,TCP,1241,15
2024-02-18 21:00:00,172.16.0.2,9.9.9.9,TCP,203,98
2024-02-18 22:00:00,192.168.1.1,8.8.8.8,UDP,1410,58
2024-02-18 23:00:00,172.16.0.2,3.3.3.3,TCP,664,9
2024-02-19 00:00:00,10.0.0.5,3.3.3.3,UDP,528,26
2024-02-19 01:00:00,172.16.0.2,8.8.8.8,TCP,1046,70
2024-02-19 02:00:00,172.16.0.2,8.8.8.8,TCP,785,22
2024-02-19 03:00:00,10.0.0.5,8.8.8.8,TCP,1111,27
2024-02-19 04:00:00,10.0.0.5,9.9.9.9,TCP,585,34
2024-02-19 05:00:00,172.16.0.2,3.3.3.3,UDP,1382,3
2024-02-19 06:00:00,172.16.0.2,9.9.9.9,UDP,700,43
2024-02-19 07:00:00,10.0.0.5,8.8.8.8,TCP,1163,85
2024-02-19 08:00:00,10.0.0.5,8.8.8.8,TCP,354,64
2024-02-19 09:00:00,192.168.1.1,3.3.3.3,UDP,107,80
2024-02-19 10:00:00,192.168.1.1,8.8.8.8,TCP,289,7
2024-02-19 11:00:00,172.16.0.2,3.3.3.3,UDP,1121,21
2024-02-19 12:00:00,10.0.0.5,3.3.3.3,UDP,1172,56
2024-02-19 13:00:00,10.0.0.5,9.9.9.9,TCP,449,44
2024-02-19 14:00:00,172.16.0.2,8.8.8.8,UDP,153,9
2024-02-19 15:00:00,10.0.0.5,9.9.9.9,UDP,1291,20
2024-02-19 16:00:00,10.0.0.5,8.8.8.8,TCP,481,48
2024-02-19 17:00:00,10.0.0.5,3.3.3.3,UDP,1151,57
2024-02-19 18:00:00,10.0.0.5,9.9.9.9,UDP,243,45
2024-02-19 19:00:00,172.16.0.2,3.3.3.3,TCP,230,42
2024-02-19 20:00:00,10.0.0.5,8.8.8.8,UDP,180,21
2024-02-19 21:00:00,172.16.0.2,3.3.3.3,UDP,182,17
2024-02-19 22:00:00,192.168.1.1,3.3.3.3,TCP,465,62
2024-02-19 23:00:00,10.0.0.5,3.3.3.3,UDP,725,44
2024-02-20 00:00:00,192.168.1.1,8.8.8.8,UDP,1124,19
2024-02-20 01:00:00,10.0.0.5,9.9.9.9,UDP,179,34
2024-02-20 02:00:00,172.16.0.2,3.3.3.3,TCP,1340,20
2024-02-20 03:00:00,192.168.1.1,8.8.8.8,TCP,1423,88
2024-02-20 04:00:00,10.0.0.5,8.8.8.8,UDP,120,50
2024-02-20 05:00:00,10.0.0.5,3.3.3.3,UDP,961,19
2024-02-20 06:00:00,10.0.0.5,9.9.9.9,UDP,1187,10
2024-02-20 07:00:00,192.168.1.1,9.9.9.9,UDP,737,49
2024-02-20 08:00:00,192.168.1.1,9.9.9.9,UDP,1210,4
2024-02-20 09:00:00,172.16.0.2,8.8.8.8,UDP,352,92
2024-02-20 10:00:00,10.0.0.5,8.8.8.8,UDP,1174,50
2024-02-20 11:00:00,192.168.1.1,3.3.3.3,UDP,835,56
2024-02-20 12:00:00,192.168.1.1,8.8.8.8,TCP,790,9
2024-02-20 13:00:00,172.16.0.2,3.3.3.3,UDP,1489,9
2024-02-20 14:00:00,10.0.0.5,8.8.8.8,TCP,845,75
2024-02-20 15:00:00,192.168.1.1,9.9.9.9,TCP,802,35
2024-02-20 16:00:00,172.16.0.2,3.3.3.3,TCP,1338,98
2024-02-20 17:00:00,10.0.0.5,8.8.8.8,UDP,432,22
2024-02-20 18:00:00,10.0.0.5,8.8.8.8,UDP,1229,71
2024-02-20 19:00:00,172.16.0.2,3.3.3.3,TCP,1365,52
2024-02-20 20:00:00,10.0.0.5,9.9.9.9,UDP,1398,87
2024-02-20 21:00:00,192.168.1.1,8.8.8.8,TCP,484,98
2024-02-20 22:00:00,172.16.0.2,9.9.9.9,UDP,277,99
2024-02-20 23:00:00,192.168.1.1,9.9.9.9,UDP,591,72
2024-02-21 00:00:00,172.16.0.2,8.8.8.8,UDP,788,66
2024-02-21 01:00:00,192.168.1.1,9.9.9.9,TCP,497,70
2024-02-21 02:00:00,172.16.0.2,9.9.9.9,UDP,951,32
2024-02-21 03:00:00,10.0.0.5,9.9.9.9,TCP,127,54
2024-02-21 04:00:00,172.16.0.2,3.3.3.3,UDP,168,73
2024-02-21 05:00:00,10.0.0.5,9.9.9.9,UDP,305,65
2024-02-21 06:00:00,172.16.0.2,9.9.9.9,TCP,388,4
2024-02-21 07:00:00,10.0.0.5,3.3.3.3,TCP,1051,29
2024-02-21 08:00:00,10.0.0.5,3.3.3.3,TCP,255,96
2024-02-21 09:00:00,172.16.0.2,3.3.3.3,TCP,274,74
2024-02-21 10:00:00,10.0.0.5,9.9.9.9,TCP,282,44
2024-02-21 11:00:00,192.168.1.1,9.9.9.9,UDP,957,35
2024-02-21 12:00:00,10.0.0.5,8.8.8.8,UDP,843,59
2024-02-21 13:00:00,172.16.0.2,8.8.8.8,TCP,723,72
2024-02-21 14:00:00,10.0.0.5,9.9.9.9,TCP,523,86
2024-02-21 15:00:00,10.0.0.5,3.3.3.3,TCP,183,11
2024-02-21 16:00:00,172.16.0.2,9.9.9.9,TCP,658,53
2024-02-21 17:00:00,192.168.1.1,9.9.9.9,UDP,466,89
2024-02-21 18:00:00,10.0.0.5,9.9.9.9,TCP,206,73
2024-02-21 19:00:00,10.0.0.5,9.9.9.9,UDP,681,21
2024-02-21 20:00:00,10.0.0.5,8.8.8.8,TCP,1460,22
2024-02-21 21:00:00,172.16.0.2,9.9.9.9,UDP,942,98
2024-02-21 22:00:00,172.16.0.2,8.8.8.8,TCP,1251,36
2024-02-21 23:00:00,10.0.0.5,8.8.8.8,TCP,1107,88
2024-02-22 00:00:00,10.0.0.5,3.3.3.3,TCP,782,97
2024-02-22 01:00:00,192.168.1.1,8.8.8.8,TCP,751,45
2024-02-22 02:00:00,192.168.1.1,3.3.3.3,UDP,849,53
2024-02-22 03:00:00,172.16.0.2,3.3.3.3,TCP,1114,8
2024-02-22 04:00:00,192.168.1.1,3.3.3.3,TCP,119,22
2024-02-22 05:00:00,172.16.0.2,9.9.9.9,UDP,367,30
2024-02-22 06:00:00,192.168.1.1,8.8.8.8,TCP,810,27
2024-02-22 07:00:00,172.16.0.2,3.3.3.3,UDP,1062,20
2024-02-22 08:00:00,192.168.1.1,3.3.3.3,UDP,289,41
2024-02-22 09:00:00,172.16.0.2,9.9.9.9,TCP,482,56
2024-02-22 10:00:00,172.16.0.2,3.3.3.3,UDP,336,30
2024-02-22 11:00:00,10.0.0.5,9.9.9.9,UDP,1186,76
2024-02-22 12:00:00,10.0.0.5,8.8.8.8,TCP,1094,56
2024-02-22 13:00:00,10.0.0.5,9.9.9.9,TCP,118,2
2024-02-22 14:00:00,192.168.1.1,8.8.8.8,UDP,544,11
2024-02-22 15:00:00,10.0.0.5,8.8.8.8,UDP,1162,68
2024-02-22 16:00:00,192.168.1.1,3.3.3.3,UDP,927,58
2024-02-22 17:00:00,10.0.0.5,8.8.8.8,UDP,670,29
2024-02-22 18:00:00,192.168.1.1,3.3.3.3,UDP,894,81
2024-02-22 19:00:00,10.0.0.5,8.8.8.8,TCP,614,10
2024-02-22 20:00:00,172.16.0.2,9.9.9.9,UDP,753,13
2024-02-22 21:00:00,192.168.1.1,8.8.8.8,TCP,1111,1
2024-02-22 22:00:00,192.168.1.1,8.8.8.8,UDP,1485,42
2024-02-22 23:00:00,172.16.0.2,3.3.3.3,UDP,1077,81
2024-02-23 00:00:00,172.16.0.2,9.9.9.9,UDP,140,54
2024-02-23 01:00:00,172.16.0.2,8.8.8.8,TCP,389,67
2024-02-23 02:00:00,192.168.1.1,8.8.8.8,UDP,1360,80
2024-02-23 03:00:00,10.0.0.5,3.3.3.3,TCP,219,94
2024-02-23 04:00:00,172.16.0.2,3.3.3.3,UDP,536,84
2024-02-23 05:00:00,172.16.0.2,9.9.9.9,TCP,1020,55
2024-02-23 06:00:00,172.16.0.2,9.9.9.9,UDP,645,85
2024-02-23 07:00:00,10.0.0.5,8.8.8.8,UDP,767,5
2024-02-23 08:00:00,172.16.0.2,9.9.9.9,UDP,1061,78
2024-02-23 09:00:00,10.0.0.5,8.8.8.8,TCP,495,83
2024-02-23 10:00:00,10.0.0.5,8.8.8.8,UDP,829,57
2024-02-23 11:00:00,10.0.0.5,8.8.8.8,TCP,1088,8
2024-02-23 12:00:00,172.16.0.2,3.3.3.3,TCP,962,61
2024-02-23 13:00:00,172.16.0.2,3.3.3.3,UDP,725,95
2024-02-23 14:00:00,192.168.1.1,8.8.8.8,UDP,1135,18
2024-02-23 15:00:00,10.0.0.5,3.3.3.3,TCP,908,88
2024-02-23 16:00:00,10.0.0.5,9.9.9.9,UDP,634,66
2024-02-23 17:00:00,10.0.0.5,9.9.9.9,TCP,1330,43
2024-02-23 18:00:00,10.0.0.5,9.9.9.9,TCP,328,79
2024-02-23 19:00:00,172.16.0.2,3.3.3.3,UDP,1141,45
2024-02-23 20:00:00,172.16.0.2,9.9.9.9,TCP,787,0
2024-02-23 21:00:00,10.0.0.5,9.9.9.9,UDP,315,64
2024-02-23 22:00:00,10.0.0.5,3.3.3.3,TCP,912,70
2024-02-23 23:00:00,192.168.1.1,9.9.9.9,TCP,467,30
2024-02-24 00:00:00,172.16.0.2,9.9.9.9,TCP,1114,67
2024-02-24 01:00:00,10.0.0.5,3.3.3.3,TCP,1086,93
2024-02-24 02:00:00,10.0.0.5,8.8.8.8,TCP,835,48
2024-02-24 03:00:00,10.0.0.5,8.8.8.8,UDP,177,35
2024-02-24 04:00:00,10.0.0.5,3.3.3.3,UDP,139,74
2024-02-24 05:00:00,10.0.0.5,3.3.3.3,TCP,1395,13
2024-02-24 06:00:00,172.16.0.2,8.8.8.8,UDP,409,96
2024-02-24 07:00:00,192.168.1.1,3.3.3.3,TCP,252,31
2024-02-24 08:00:00,192.168.1.1,8.8.8.8,TCP,1210,51
2024-02-24 09:00:00,172.16.0.2,9.9.9.9,TCP,746,80
2024-02-24 10:00:00,10.0.0.5,8.8.8.8,UDP,1209,47
2024-02-24 11:00:00,10.0.0.5,3.3.3.3,UDP,430,73
2024-02-24 12:00:00,10.0.0.5,9.9.9.9,UDP,1259,69
2024-02-24 13:00:00,192.168.1.1,9.9.9.9,TCP,778,38
2024-02-24 14:00:00,10.0.0.5,8.8.8.8,TCP,620,92
2024-02-24 15:00:00,192.168.1.1,8.8.8.8,TCP,1364,72
2024-02-24 16:00:00,192.168.1.1,8.8.8.8,TCP,752,97
2024-02-24 17:00:00,172.16.0.2,8.8.8.8,UDP,798,89
2024-02-24 18:00:00,172.16.0.2,9.9.9.9,TCP,1437,12
2024-02-24 19:00:00,192.168.1.1,3.3.3.3,TCP,1134,63
2024-02-24 20:00:00,192.168.1.1,9.9.9.9,TCP,1476,60
2024-02-24 21:00:00,192.168.1.1,8.8.8.8,TCP,724,18
2024-02-24 22:00:00,172.16.0.2,9.9.9.9,UDP,1024,34
2024-02-24 23:00:00,10.0.0.5,9.9.9.9,TCP,1223,21
2024-02-25 00:00:00,192.168.1.1,3.3.3.3,TCP,1079,39
2024-02-25 01:00:00,192.168.1.1,8.8.8.8,TCP,342,18
2024-02-25 02:00:00,10.0.0.5,9.9.9.9,TCP,652,24
2024-02-25 03:00:00,172.16.0.2,9.9.9.9,UDP,1498,58
2024-02-25 04:00:00,172.16.0.2,8.8.8.8,TCP,111,51
2024-02-25 05:00:00,192.168.1.1,3.3.3.3,TCP,1355,99
2024-02-25 06:00:00,172.16.0.2,8.8.8.8,TCP,1204,20
2024-02-25 07:00:00,192.168.1.1,3.3.3.3,TCP,619,51
2024-02-25 08:00:00,10.0.0.5,9.9.9.9,UDP,963,48
2024-02-25 09:00:00,10.0.0.5,9.9.9.9,UDP,473,85
2024-02-25 10:00:00,172.16.0.2,8.8.8.8,TCP,469,80
2024-02-25 11:00:00,172.16.0.2,9.9.9.9,TCP,1177,39
2024-02-25 12:00:00,192.168.1.1,9.9.9.9,UDP,252,27
2024-02-25 13:00:00,172.16.0.2,3.3.3.3,TCP,837,34
2024-02-25 14:00:00,10.0.0.5,8.8.8.8,TCP,770,67
2024-02-25 15:00:00,192.168.1.1,9.9.9.9,TCP,545,28
2024-02-25 16:00:00,10.0.0.5,9.9.9.9,UDP,622,23
2024-02-25 17:00:00,192.168.1.1,3.3.3.3,UDP,1364,11
2024-02-25 18:00:00,192.168.1.1,9.9.9.9,UDP,714,36
2024-02-25 19:00:00,192.168.1.1,8.8.8.8,TCP,1442,2
2024-02-25 20:00:00,192.168.1.1,9.9.9.9,TCP,1280,86
2024-02-25 21:00:00,192.168.1.1,8.8.8.8,UDP,304,93
2024-02-25 22:00:00,192.168.1.1,3.3.3.3,TCP,619,11
2024-02-25 23:00:00,172.16.0.2,3.3.3.3,UDP,457,52
2024-02-26 00:00:00,192.168.1.1,9.9.9.9,UDP,437,48
2024-02-26 01:00:00,10.0.0.5,3.3.3.3,UDP,403,66
2024-02-26 02:00:00,10.0.0.5,3.3.3.3,UDP,453,47
2024-02-26 03:00:00,172.16.0.2,3.3.3.3,TCP,245,67
2024-02-26 04:00:00,172.16.0.2,8.8.8.8,UDP,980,44
2024-02-26 05:00:00,172.16.0.2,3.3.3.3,UDP,458,84
2024-02-26 06:00:00,192.168.1.1,3.3.3.3,TCP,460,20
2024-02-26 07:00:00,172.16.0.2,8.8.8.8,TCP,209,22
2024-02-26 08:00:00,172.16.0.2,9.9.9.9,TCP,426,30
2024-02-26 09:00:00,10.0.0.5,9.9.9.9,UDP,756,6
2024-02-26 10:00:00,192.168.1.1,8.8.8.8,UDP,461,88
2024-02-26 11:00:00,172.16.0.2,8.8.8.8,TCP,568,62
2024-02-26 12:00:00,192.168.1.1,8.8.8.8,UDP,315,60
2024-02-26 13:00:00,172.16.0.2,3.3.3.3,TCP,570,88
2024-02-26 14:00:00,10.0.0.5,3.3.3.3,UDP,855,48
2024-02-26 15:00:00,192.168.1.1,9.9.9.9,TCP,412,90
2024-02-26 16:00:00,192.168.1.1,9.9.9.9,TCP,851,79
2024-02-26 17:00:00,10.0.0.5,8.8.8.8,UDP,394,96
2024-02-26 18:00:00,192.168.1.1,3.3.3.3,UDP,453,83
2024-02-26 19:00:00,172.16.0.2,8.8.8.8,UDP,1159,34
2024-02-26 20:00:00,192.168.1.1,9.9.9.9,TCP,1093,29
2024-02-26 21:00:00,192.168.1.1,3.3.3.3,TCP,353,40
2024-02-26 22:00:00,192.168.1.1,3.3.3.3,TCP,314,55
2024-02-26 23:00:00,172.16.0.2,8.8.8.8,TCP,634,33
2024-02-27 00:00:00,172.16.0.2,3.3.3.3,TCP,949,38
2024-02-27 01:00:00,10.0.0.5,9.9.9.9,TCP,1495,32
2024-02-27 02:00:00,172.16.0.2,9.9.9.9,UDP,452,17
2024-02-27 03:00:00,192.168.1.1,8.8.8.8,UDP,737,62
2024-02-27 04:00:00,172.16.0.2,9.9.9.9,UDP,434,19
2024-02-27 05:00:00,10.0.0.5,3.3.3.3,UDP,410,39
2024-02-27 06:00:00,192.168.1.1,9.9.9.9,TCP,495,38
2024-02-27 07:00:00,192.168.1.1,8.8.8.8,TCP,421,67
2024-02-27 08:00:00,172.16.0.2,9.9.9.9,TCP,887,24
2024-02-27 09:00:00,192.168.1.1,9.9.9.9,UDP,857,13
2024-02-27 10:00:00,192.168.1.1,8.8.8.8,UDP,605,48
2024-02-27 11:00:00,10.0.0.5,9.9.9.9,UDP,1134,51
2024-02-27 12:00:00,192.168.1.1,9.9.9.9,UDP,432,0
2024-02-27 13:00:00,172.16.0.2,8.8.8.8,TCP,1482,85
2024-02-27 14:00:00,10.0.0.5,8.8.8.8,UDP,1129,64
2024-02-27 15:00:00,192.168.1.1,9.9.9.9,TCP,994,96
2024-02-27 16:00:00,192.168.1.1,8.8.8.8,UDP,1457,91
2024-02-27 17:00:00,192.168.1.1,3.3.3.3,TCP,1256,2
2024-02-27 18:00:00,172.16.0.2,8.8.8.8,UDP,143,35
2024-02-27 19:00:00,192.168.1.1,9.9.9.9,TCP,1308,37
2024-02-27 20:00:00,192.168.1.1,9.9.9.9,UDP,152,99
2024-02-27 21:00:00,192.168.1.1,8.8.8.8,UDP,1435,93
2024-02-27 22:00:00,10.0.0.5,3.3.3.3,UDP,1009,54
2024-02-27 23:00:00,172.16.0.2,9.9.9.9,UDP,681,86
2024-02-28 00:00:00,192.168.1.1,3.3.3.3,TCP,1407,90
2024-02-28 01:00:00,192.168.1.1,8.8.8.8,UDP,182,97
2024-02-28 02:00:00,192.168.1.1,8.8.8.8,TCP,1353,93
2024-02-28 03:00:00,10.0.0.5,9.9.9.9,TCP,828,56
2024-02-28 04:00:00,172.16.0.2,9.9.9.9,TCP,1132,72
2024-02-28 05:00:00,10.0.0.5,3.3.3.3,TCP,756,26
2024-02-28 06:00:00,10.0.0.5,9.9.9.9,UDP,136,52
2024-02-28 07:00:00,10.0.0.5,3.3.3.3,TCP,893,94
2024-02-28 08:00:00,172.16.0.2,3.3.3.3,TCP,970,61
2024-02-28 09:00:00,10.0.0.5,9.9.9.9,TCP,1330,11
2024-02-28 10:00:00,10.0.0.5,9.9.9.9,UDP,325,29
2024-02-28 11:00:00,172.16.0.2,3.3.3.3,TCP,587,92
2024-02-28 12:00:00,10.0.0.5,9.9.9.9,TCP,1427,31
2024-02-28 13:00:00,172.16.0.2,3.3.3.3,UDP,1062,12
2024-02-28 14:00:00,10.0.0.5,9.9.9.9,UDP,1321,91
2024-02-28 15:00:00,192.168.1.1,8.8.8.8,UDP,901,69
2024-02-28 16:00:00,10.0.0.5,3.3.3.3,UDP,388,44
2024-02-28 17:00:00,192.168.1.1,9.9.9.9,UDP,1472,50
2024-02-28 18:00:00,192.168.1.1,3.3.3.3,UDP,846,40
2024-02-28 19:00:00,10.0.0.5,8.8.8.8,TCP,487,82
2024-02-28 20:00:00,172.16.0.2,8.8.8.8,UDP,541,35
2024-02-28 21:00:00,10.0.0.5,8.8.8.8,UDP,1163,75
2024-02-28 22:00:00,172.16.0.2,3.3.3.3,TCP,1180,77
2024-02-28 23:00:00,192.168.1.1,9.9.9.9,TCP,1264,23
2024-02-29 00:00:00,172.16.0.2,9.9.9.9,TCP,521,64
2024-02-29 01:00:00,172.16.0.2,9.9.9.9,TCP,752,12
2024-02-29 02:00:00,192.168.1.1,3.3.3.3,TCP,1285,17
2024-02-29 03:00:00,10.0.0.5,9.9.9.9,TCP,1254,12
2024-02-29 04:00:00,10.0.0.5,3.3.3.3,UDP,1460,40
2024-02-29 05:00:00,172.16.0.2,9.9.9.9,TCP,332,48
2024-02-29 06:00:00,192.168.1.1,9.9.9.9,UDP,1189,70
2024-02-29 07:00:00,10.0.0.5,3.3.3.3,TCP,342,88
2024-02-29 08:00:00,10.0.0.5,8.8.8.8,TCP,929,64
2024-02-29 09:00:00,10.0.0.5,9.9.9.9,TCP,1025,64
2024-02-29 10:00:00,10.0.0.5,8.8.8.8,UDP,1259,84
2024-02-29 11:00:00,10.0.0.5,8.8.8.8,UDP,1372,86
2024-02-29 12:00:00,192.168.1.1,9.9.9.9,TCP,902,49
2024-02-29 13:00:00,172.16.0.2,9.9.9.9,TCP,1200,95
2024-02-29 14:00:00,172.16.0.2,9.9.9.9,UDP,570,0
2024-02-29 15:00:00,10.0.0.5,9.9.9.9,TCP,744,10
2024-02-29 16:00:00,10.0.0.5,3.3.3.3,UDP,951,68
2024-02-29 17:00:00,172.16.0.2,9.9.9.9,UDP,532,80
2024-02-29 18:00:00,192.168.1.1,9.9.9.9,UDP,1048,23
2024-02-29 19:00:00,192.168.1.1,9.9.9.9,TCP,1155,66
2024-02-29 20:00:00,10.0.0.5,3.3.3.3,TCP,265,96
2024-02-29 21:00:00,172.16.0.2,3.3.3.3,TCP,985,11
2024-02-29 22:00:00,172.16.0.2,8.8.8.8,UDP,232,9
2024-02-29 23:00:00,10.0.0.5,3.3.3.3,TCP,169,55
2024-03-01 00:00:00,10.0.0.5,3.3.3.3,UDP,1018,91
2024-03-01 01:00:00,192.168.1.1,8.8.8.8,TCP,1133,8
2024-03-01 02:00:00,172.16.0.2,8.8.8.8,UDP,1337,29
2024-03-01 03:00:00,10.0.0.5,8.8.8.8,TCP,591,7
2024-03-01 04:00:00,10.0.0.5,9.9.9.9,UDP,795,96
2024-03-01 05:00:00,10.0.0.5,8.8.8.8,TCP,647,21
2024-03-01 06:00:00,172.16.0.2,9.9.9.9,UDP,336,25
2024-03-01 07:00:00,172.16.0.2,8.8.8.8,UDP,535,57
2024-03-01 08:00:00,192.168.1.1,3.3.3.3,TCP,816,60
2024-03-01 09:00:00,192.168.1.1,8.8.8.8,TCP,711,22
2024-03-01 10:00:00,192.168.1.1,9.9.9.9,UDP,1481,49
2024-03-01 11:00:00,10.0.0.5,3.3.3.3,UDP,1181,37
2024-03-01 12:00:00,172.16.0.2,3.3.3.3,UDP,761,91
2024-03-01 13:00:00,172.16.0.2,3.3.3.3,TCP,425,49
2024-03-01 14:00:00,172.16.0.2,9.9.9.9,TCP,1211,59
2024-03-01 15:00:00,172.16.0.2,3.3.3.3,UDP,370,43
2024-03-01 16:00:00,10.0.0.5,3.3.3.3,UDP,341,73
2024-03-01 17:00:00,192.168.1.1,3.3.3.3,TCP,411,55
2024-03-01 18:00:00,10.0.0.5,8.8.8.8,UDP,342,99
2024-03-01 19:00:00,172.16.0.2,3.3.3.3,TCP,897,0
2024-03-01 20:00:00,10.0.0.5,3.3.3.3,TCP,249,29
2024-03-01 21:00:00,10.0.0.5,8.8.8.8,UDP,1329,64
2024-03-01 22:00:00,192.168.1.1,3.3.3.3,UDP,1463,91
2024-03-01 23:00:00,192.168.1.1,8.8.8.8,TCP,1396,86
2024-03-02 00:00:00,10.0.0.5,9.9.9.9,TCP,975,19
2024-03-02 01:00:00,192.168.1.1,9.9.9.9,UDP,1146,39
2024-03-02 02:00:00,192.168.1.1,8.8.8.8,UDP,1264,24
2024-03-02 03:00:00,10.0.0.5,3.3.3.3,UDP,368,94
2024-03-02 04:00:00,10.0.0.5,8.8.8.8,UDP,1063,37
2024-03-02 05:00:00,192.168.1.1,9.9.9.9,UDP,308,91
2024-03-02 06:00:00,10.0.0.5,3.3.3.3,TCP,745,0
2024-03-02 07:00:00,10.0.0.5,3.3.3.3,UDP,361,84
2024-03-02 08:00:00,192.168.1.1,8.8.8.8,UDP,347,13
2024-03-02 09:00:00,172.16.0.2,3.3.3.3,TCP,1291,82
2024-03-02 10:00:00,10.0.0.5,8.8.8.8,TCP,1048,58
2024-03-02 11:00:00,10.0.0.5,3.3.3.3,UDP,892,40
2024-03-02 12:00:00,172.16.0.2,9.9.9.9,UDP,513,30
2024-03-02 13:00:00,10.0.0.5,8.8.8.8,TCP,654,1
2024-03-02 14:00:00,192.168.1.1,9.9.9.9,TCP,1318,67
2024-03-02 15:00:00,10.0.0.5,8.8.8.8,TCP,1140,3
2024-03-02 16:00:00,10.0.0.5,3.3.3.3,UDP,1030,0
2024-03-02 17:00:00,10.0.0.5,8.8.8.8,UDP,419,2
2024-03-02 18:00:00,192.168.1.1,8.8.8.8,TCP,816,63
2024-03-02 19:00:00,172.16.0.2,8.8.8.8,TCP,273,86
2024-03-02 20:00:00,192.168.1.1,8.8.8.8,UDP,362,54
2024-03-02 21:00:00,172.16.0.2,8.8.8.8,TCP,1094,27
2024-03-02 22:00:00,10.0.0.5,8.8.8.8,UDP,756,67
2024-03-02 23:00:00,172.16.0.2,8.8.8.8,UDP,817,72
2024-03-03 00:00:00,10.0.0.5,9.9.9.9,TCP,859,69
2024-03-03 01:00:00,172.16.0.2,9.9.9.9,UDP,619,34
2024-03-03 02:00:00,10.0.0.5,8.8.8.8,TCP,396,45
2024-03-03 03:00:00,192.168.1.1,8.8.8.8,UDP,1477,3
2024-03-03 04:00:00,192.168.1.1,8.8.8.8,TCP,905,3
2024-03-03 05:00:00,172.16.0.2,3.3.3.3,UDP,944,28
2024-03-03 06:00:00,192.168.1.1,9.9.9.9,TCP,107,81
2024-03-03 07:00:00,10.0.0.5,9.9.9.9,UDP,1401,88
2024-03-03 08:00:00,10.0.0.5,3.3.3.3,UDP,434,78
2024-03-03 09:00:00,192.168.1.1,9.9.9.9,UDP,514,57
2024-03-03 10:00:00,172.16.0.2,9.9.9.9,UDP,697,30
2024-03-03 11:00:00,10.0.0.5,9.9.9.9,TCP,1178,39
2024-03-03 12:00:00,172.16.0.2,9.9.9.9,TCP,764,73
2024-03-03 13:00:00,172.16.0.2,3.3.3.3,TCP,1398,3
2024-03-03 14:00:00,172.16.0.2,8.8.8.8,UDP,163,40
2024-03-03 15:00:00,172.16.0.2,3.3.3.3,UDP,1051,43
2024-03-03 16:00:00,192.168.1.1,8.8.8.8,UDP,976,88
2024-03-03 17:00:00,172.16.0.2,8.8.8.8,TCP,799,86
2024-03-03 18:00:00,10.0.0.5,9.9.9.9,UDP,1329,93
2024-03-03 19:00:00,10.0.0.5,9.9.9.9,TCP,736,37
2024-03-03 20:00:00,192.168.1.1,3.3.3.3,TCP,1484,13
